대상,정격용량,년,월,일,시,인버터출력,경사일사량,수평일사량,표면온도,주위온도,y
경기도연성,1490,2018,2,10,15,554,81,67,11,6,1
경기도연성,1490,2018,2,10,16,237,122,23,6,4,0
경기도연성,1490,2018,2,10,17,82,50,0,4,3,0
경기도연성,1490,2018,2,10,18,0,0,0,2,2,0
경기도연성,1490,2018,2,10,19,0,0,0,1,1,0
경기도연성,1490,2018,2,10,20,0,0,0,-1,0,0
경기도연성,1490,2018,2,10,21,0,35,0,-2,-1,0
경기도연성,1490,2018,2,10,22,0,0,0,-3,-1,0
경기도연성,1490,2018,2,10,23,0,0,0,-4,-2,0
경기도연성,1490,2018,2,11,0,0,0,0,-5,-3,0
경기도연성,1490,2018,2,11,1,0,14,0,-5,-3,0
경기도연성,1490,2018,2,11,2,0,0,0,-3,-1,0
경기도연성,1490,2018,2,11,3,0,0,0,-4,-2,0
경기도연성,1490,2018,2,11,4,0,0,0,-4,-2,0
경기도연성,1490,2018,2,11,5,0,16,0,-3,-2,0
경기도연성,1490,2018,2,11,6,0,0,0,-4,-3,0
경기도연성,1490,2018,2,11,7,0,0,0,-5,-3,0
경기도연성,1490,2018,2,11,8,54,95,0,-5,-3,0
경기도연성,1490,2018,2,11,9,238,110,31,8,0,0
경기도연성,1490,2018,2,11,10,844,172,81,11,1,1
경기도연성,1490,2018,2,11,11,1222,234,117,14,2,1
경기도연성,1490,2018,2,11,12,1248,242,143,21,5,1
경기도연성,1490,2018,2,11,13,1118,155,131,17,5,1
경기도연성,1490,2018,2,11,14,780,136,110,15,5,1
경기도연성,1490,2018,2,11,15,455,26,64,7,3,1
경기도연성,1490,2018,2,11,16,188,52,0,5,2,0
경기도연성,1490,2018,2,11,17,0,21,0,0,-1,0
경기도연성,1490,2018,2,11,18,0,0,0,0,-1,0
경기도연성,1490,2018,2,11,19,0,16,0,-4,-2,0
경기도연성,1490,2018,2,11,20,0,0,0,-4,-2,0
경기도연성,1490,2018,2,11,21,0,0,0,-1,-1,0
경기도연성,1490,2018,2,11,22,0,0,0,-1,-1,0
경기도연성,1490,2018,2,11,23,0,0,0,-2,-2,0
경기도연성,1490,2018,2,12,0,0,21,0,-3,-2,0
경기도연성,1490,2018,2,12,1,0,0,0,-3,-2,0
경기도연성,1490,2018,2,12,2,0,0,0,-4,-3,0
경기도연성,1490,2018,2,12,3,0,0,0,-6,-3,0
경기도연성,1490,2018,2,12,4,0,0,0,-6,-4,0
경기도연성,1490,2018,2,12,5,0,0,0,-7,-5,0
경기도연성,1490,2018,2,12,6,0,0,0,-7,-6,0
경기도연성,1490,2018,2,12,7,0,14,0,-8,-5,0
경기도연성,1490,2018,2,12,8,2,0,0,-6,-5,0
경기도연성,1490,2018,2,12,9,78,79,47,2,-1,0
경기도연성,1490,2018,2,12,10,237,155,38,3,1,0
경기도연성,1490,2018,2,12,11,796,244,124,5,2,1
경기도연성,1490,2018,2,12,12,1423,290,163,15,3,1
경기도연성,1490,2018,2,12,13,1200,218,129,18,5,1
경기도연성,1490,2018,2,12,14,1119,182,141,13,3,1
경기도연성,1490,2018,2,12,15,816,115,95,11,3,1
경기도연성,1490,2018,2,12,16,514,110,76,4,2,1
경기도연성,1490,2018,2,12,17,109,38,11,2,1,0
경기도연성,1490,2018,2,12,18,0,0,0,-2,-1,0
경기도연성,1490,2018,2,12,19,0,0,0,-4,-2,0
경기도연성,1490,2018,2,12,20,0,26,0,0,0,0
경기도연성,1490,2018,2,12,21,0,0,0,1,0,0
경기도연성,1490,2018,2,12,22,0,11,0,0,0,0
경기도연성,1490,2018,2,12,23,0,11,0,-1,0,0
경기도연성,1490,2018,2,13,0,0,14,0,-2,0,0
